// 마법방어 연산법
// 마비를 몹이 방어 하려면 +100
// 절망를 몹이 방어 하려면 +200
// 혼돈를 몹이 방어 하려면 +400
// EX)) 마비, 절망 못쓰게 하려면 300에, 마방 50%면 350 설정.
//번호	이름	이미지	염색	체력	경험치	방어력	크기tp	공격tp	마방	최소뎀	최대뎀	공격	사망	움직임단위초(ms)
1162	반고	499	0	500000000	9000000	-100	l	0	775	999995	1000005	@반고공격	@반고	600
1163	순제	501	0	70000000	9000000	-70	l	0	775	699995	700005	@순제공격	@순제	650
1164	요제	502	0	70000000	9000000	-70	l	0	775	699995	700005	@요제공격	@요제	650
//1165	아권도사	508	0	9000000	6000000	-30	l	0	50	149995	150005	-	-	900
//1166	학도사	508	0	6000000	4000000	-30	l	0	50	99995	100005	-	-	900
//1167	제곡	504	0	70000000	9000000	-70	l	0	775	699995	700005	@제곡공격	@제곡	650
//1168	단	505	0	9000000	6000000	-30	l	0	50	149995	150005	-	-	900
//1169	암수	509	0	6000000	4000000	-30	l	0	50	99995	100005	-	-	900
//1170	전욱	503	0	70000000	9000000	-70	l	0	775	699995	700005	@전욱공격	@전욱	650
//1171	운도사	510	0	9000000	6000000	-30	l	0	50	149995	150005	-	-	900
//1172	화운동자	512	0	6000000	4000000	-30	l	0	50	99995	100005	-	-	900
//1173	소호	500	0	70000000	9000000	-70	l	0	775	699995	700005	@소호공격	@소호	650
//1174	부동명왕	507	0	9000000	6000000	-30	l	0	50	149995	150005	-	-	900
//1175	부동명왕수련승	507	0	6000000	4000000	-30	l	0	50	99995	100005	-	-	900
1165	아권도사	508	0	2650000	16000000	-80	l	0	50	149995	150005	-	-	900
1166	학도사	508	0	2000000	10000000	-70	l	0	50	99995	100005	-	-	900
1167	제곡	504	0	70000000	9000000	-70	l	0	775	699995	700005	@제곡공격	@제곡	650
1168	단	505	0	2650000	16000000	-80	l	0	50	149995	150005	-	-	900
1169	암수	509	0	2000000	10000000	-70	l	0	50	99995	100005	-	-	900
1170	전욱	503	0	70000000	9000000	-70	l	0	775	699995	700005	@전욱공격	@전욱	650
1171	운도사	510	0	2650000	16000000	-80	l	0	50	149995	150005	-	-	900
1172	화운동자	512	0	2000000	10000000	-70	l	0	50	99995	100005	-	-	900
1173	소호	500	0	70000000	9000000	-70	l	0	775	699995	700005	@소호공격	@소호	650
1174	부동명왕	507	0	2650000	16000000	-80	l	0	50	149995	150005	-	-	900
1175	부동명왕수련승	507	0	2000000	10000000	-70	l	0	50	99995	100005	-	-	900

1177	변태	264	5	750000	0	-50	l	0	0	30000	40000	@변태공격	@변태죽음	1000
1178	성문1	650	0	100	0	-50	l	3	0	5	10	-	-	1000
1179	성문2	651	0	100	0	-50	l	3	0	5	10	-	-	1000
1180	성문3	652	0	100	0	-50	l	3	0	5	10	-	-	1000
1181	성문4	653	0	100	0	-50	l	3	0	5	10	-	-	1000
1182	성문5	654	0	100	0	-50	l	3	0	5	10	-	-	1000
1183	성문6	655	0	100	0	-50	l	3	0	5	10	-	-	1000
1184	성문7	656	0	100	0	-50	l	3	0	5	10	-	-	1000
1185	성문8	657	0	100	0	-50	l	3	0	5	10	-	-	1000
1186	가짜상어장군	413	0	500000	300000	-80	l	4	0	5000	8000	-	-	1000
1155	좋은나무	677	0	20000000	5	-99	l	3	0	5	10	-	-	900
1156	표신궁주마관	290	0	70000	675000	-44	l	0	0	2515	2525	-	-	900
1157	표신궁구마관	290	0	71000	675000	-44	l	0	0	2515	2525	-	-	900
1158	표신궁바주겐	291	0	70000	750000	-44	l	0	0	545	555	-	-	900
1159	표신궁나주겐	290	18	72000	750000	-44	l	0	0	3515	3525	-	-	900
1160	표신궁헨주겐	290	0	75000	750000	-54	l	0	0	3515	3525	-	-	900
1193	표신궁욘주겐	291	19	75000	750000	-55	l	0	0	3995	4005	-	-	900
1194	표신궁하주겐	290	5	73000	750000	-44	l	0	0	3515	3525	-	-	900
1195	표신궁에주겐	291	19	75000	750000	-45	l	0	0	3995	4005	-	@표신궁에주겐	900
1196	표신궁시오	221	0	50000	540000	-60	l	4	0	1295	1305	-	-	900
1197	표신궁주오	221	28	50000	465000	-60	l	4	0	1295	1305	-	-	900
1198	표신궁맹오	225	0	52000	420000	-65	l	4	0	1295	1305	-	-	900
1199	표신궁달오	225	28	53000	465000	-62	l	4	0	1295	1305	-	-	900
1200	표신궁문위	222	0	59000	615000	-60	l	4	0	2895	2905	@문위마법	-	900
1201	표신궁문려	222	29	54000	615000	-60	l	0	0	3515	3525	-	@표신궁문려	900
1202	표신궁백발귀	284	0	45000	345000	-30	l	0	0	995	1005	-	-	900
1203	표신궁적두귀	284	8	45000	525000	-30	l	0	0	995	1005	-	-	900
1204	표신궁녹두귀	284	19	45000	405000	-30	l	0	0	995	1005	-	-	900
1205	표신궁사두귀	284	20	46000	405000	-40	l	0	0	995	1005	-	-	900
1206	표신궁청발귀	284	3	47000	555000	-50	l	0	0	995	1005	-	-	900
1207	표신궁흑발귀	284	30	48000	600000	-65	l	0	0	995	1005	-	-	900
1208	표신궁선월	272	0	2000	150000	-20	l	0	0	145	155	-	-	900
1209	표신궁기보	286	0	30000	180000	-25	l	0	0	1495	1505	-	-	900
1187	표신궁이광	273	0	32500	300000	-30	l	0	0	2295	2305	-	-	900
1188	표신궁합연	298	0	10000	525000	-20	l	0	0	2495	2505	-	@표신궁합연	900
1189	표신궁신로	260	0	20000	112500	-10	l	0	0	215	225	-	-	900
1190	표신궁마옥	261	0	25000	180000	-30	l	0	0	315	325	@나막신던지기	-	900
1191	표신궁야문	266	2	30000	300000	-30	l	0	0	315	325	-	-	900
1192	표신궁백향	295	0	48000	600000	-65	l	4	0	3515	3525	-	@표신궁백향	900
1210	동장군의망령	267	18	2000000	160000000	-71	l	0	750	23515	23525	@장군의저주	@동장군의망령	800
1211	서장군의망령	267	18	3500000	170000000	-71	l	0	750	23515	23525	@장군의저주	@서장군의망령	800
1212	남장군의망령	267	18	3000000	180000000	-72	l	0	750	23515	23525	@장군의저주	@남장군의망령	800
1213	북장군의망령	267	18	3500000	190000000	-73	l	0	750	23515	23525	@장군의저주	@북장군의망령	800
1214	중앙장군의망령	267	18	4000000	200000000	-74	l	0	750	23515	23525	@장군의저주	@중앙장군의망령	800
1215	상어장수	413	0	1000000	3000000	-50	l	4	50	27995	38005	-	@상어장수	800
1216	지네	33	0	100000	300000	-25	l	0	0	4000	4500	-	@지네	1000

// 문파성 지하수로
1217	수로설괴주	98	18	7000000	6000000	-45	s	0	725	109000	109001	@독랑각	@수로몬스터	900
1218	수로금귀랑	98	30	7500000	9000000	-49	s	0	725	78500	78501	@거륵주독	@수로몬스터	1200
1219	수로금유루	32	31	8000000	10000000	-54	s	4	725	75335	75336	@금촉	@수로몬스터	900
1220	단기녹수	674	27	15000000	35000000	-81	s	0	750	164800	164801	@녹운멸생	@수로보스	900
1221	수로유루제	32	30	8500000	14500000	-56	s	0	725	164800	164801	@비루수	@수로몬스터	900
1222	수로몽달귀신	114	4	8500000	14500000	-60	s	0	725	100000	100000	@록란조	@수로몬스터	900
1223	수로처녀귀신	111	2	8500000	15000000	-63	s	0	725	103000	103000	@옥화	@수로몬스터	900
1224	단기흑수	674	4	30000000	1000000000	-81	s	0	750	280000	280001	@흑운멸생	@수로보스	650
1225	미궁다람쥐	26	5	15	10	75	s	1	0	1	2	-	-	2000
1226	미궁토끼	22	29	10	5	75	s	2	0	0	0	-	-	1500
1227	망퉁산	161	0	15000000	1	-75	l	0	150	2000	6000	@망퉁산공격	@망퉁산	500
1228	절개	144	1	300000	1	-25	l	0	0	1000	3000	@절개공격	@절개	500
1229	눈먼동굴지네	33	3	120000	360000	-25	l	0	0	5000	5500	-	@지네	1000
1230	오엑스	308	5	99999999	1	-99	s	3	0	1	3	-	@다람쥐	1000

1231	이벤트백호왕	131	0	10	1	-50	l	1	99	1	1	-	@이벤트백호왕	1500
1232	이벤트태산	227	0	10	1	-50	l	1	99	1	1	-	@이벤트태산	1500
1233	이벤트길림장군	231	0	10	1	-50	l	1	99	1	1	-	@이벤트길림장군	1500
1234	이벤트중월장군	232	0	10	1	-58	l	1	99	1	1	-	@이벤트중월장군	1500
1235	이벤트철거인	249	0	10	1	-50	l	1	99	1	1	-	@이벤트철거인	1500
1236	이벤트겁살파수	147	5	10	1	-50	l	1	99	1	1	-	@이벤트겁살파수	1500
1237	이벤트다람쥐	26	5	10	1	-50	s	1	99	1	1	-	@이벤트다람쥐	1500
1238	이벤트토끼	22	29	10	1	-50	s	1	99	1	1	-	@이벤트토끼	1500
1239	이벤트망퉁산	161	0	10	1	-50	l	1	99	1	1	-	@이벤트망퉁산	1500
1240	이벤트도깨비왕	186	8	10	1	-50	l	1	99	1	1	-	@이벤트도깨비왕	1500
1241	이벤트문비	228	0	10	1	-50	l	1	99	1	1	-	@이벤트문비	1500
1242	이벤트청웅	251	0	10	1	-50	l	1	99	1	1	-	@이벤트청웅	1500
1243	이벤트황웅	252	0	10	1	-50	l	1	99	1	1	-	@이벤트황웅	1500
1244	이벤트조왕	245	0	10	1	-58	l	1	99	1	1	-	@이벤트조왕	1500
1245	이벤트백보	230	0	10	1	-50	l	1	99	1	1	-	@이벤트백보	1500
1246	이벤트박가	229	5	10	1	-50	l	1	99	1	1	-	@이벤트박가	1500
1247	이벤트인면충	244	5	10	1	-50	s	1	99	1	1	-	@이벤트인면충	1500
1248	이벤트인면벌	243	29	10	1	-50	s	1	99	1	1	-	@이벤트인면벌	1500
1249	이벤트야월진랑	246	0	10	1	-50	l	1	99	1	1	-	@이벤트야월진랑	1500
1250	이벤트유성지	255	8	1000	1	-50	l	1	99	1	1	-	@이벤트유성지	1500
1251	이벤트해골왕	315	8	1000	1	-50	l	1	99	1	1	-	@이벤트해골왕	1500
1252	이벤트코가닌자	289	8	10	1	-50	l	1	99	1	1	-	@이벤트코가닌자	1500
1254	이벤트감룡	187	3	1000	10	-95	l	0	1595	1	2	-	@이벤트감룡	750
1255	이벤트묵룡	187	21	1000	10	-95	l	0	1595	1	2	-	@이벤트묵룡	750
1256	이벤트흑룡	187	10	1000	10	-95	l	0	1595	1	2	-	@이벤트흑룡	750
1257	이벤트진룡	187	15	1000	10	-95	l	0	1595	1	2	-	@이벤트진룡	750
1258	이벤트용겸	109	4	1000	10	-95	l	0	1595	1	6	-	@이벤트용겸	800
1259	이벤트용랑	109	3	1000	10	-95	l	0	1595	1	6	-	@이벤트용랑	800
1260	이벤트용마	109	2	1000	10	-95	l	0	1595	1	6	-	@이벤트용마	800
1261	이벤트용천	109	5	1000	10	-95	l	0	1595	1	6	-	@이벤트용천	800
1262	이벤트용왕용겸	133	25	1000	10	-40	l	0	798	3	4	-	@이벤트용왕용겸	700
1263	이벤트용왕용랑	133	24	1000	10	-40	l	0	798	3	4	-	@이벤트용왕용랑	700
1264	이벤트용왕용마	133	22	1000	10	-40	l	0	798	3	4	-	@이벤트용왕용마	700
1265	이벤트용왕용천	133	23	1000	10	-40	l	0	798	3	4	-	@이벤트용왕용천	700




1284	백호	163	0	10000000	1	-99	s	0	150	1	3	@백호공격	@백호	250
1285	주작	164	0	10000000	1	-99	s	0	150	1	3	@주작공격	@주작	250
1286	현무	165	0	10000000	1	-99	s	0	150	1	3	@현무공격	@현무	250
1287	청룡	166	0	10000000	1	-99	s	0	150	1	3	@청룡공격	@청룡	250
1288	고래1	373	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1289	고래2	374	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1290	고래3	375	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1291	고래4	376	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1292	고래5	377	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1293	고래6	378	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1294	고래7	379	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1295	고래8	380	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1296	고래9	381	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1297	고래10	382	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1298	고래11	383	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1299	고래12	384	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1300	고래13	385	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1301	고래14	386	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1302	고래15	387	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1303	고래16	388	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1304	고래17	389	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1305	고래18	390	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1306	고래19	391	0	2100000000	1	-125	s	0	100	1	3	@고래	@고래죽음	500
1307	해일	391	0	2100000000	1	-125	s	0	100	1	3	@해일공격	@해일죽음	500
1308	현난스님	440	0	500000	1	-99	s	5	175	1	1	@현난스님공격	@현난스님죽음	1000
1309	잡초	338	0	100	1	-50	s	3	0	1	3	-	@잡초죽음	1000
1310	암석	308	5	10000000	1	-99	s	2	0	1	3	-	-	1000
1311	도구상자	155	6	10000000	1	1	s	3	0	1	3	-	-	1000
1312	흑곰	25	10	1000	1	100	l	5	0	48	52	@흑곰	-	5000
1313	백곰	25	11	1000	1	0	l	5	0	48	52	@백곰	-	5000
1314	황곰	25	30	1000	1	-100	l	5	0	48	52	@황곰	-	5000
1315	우거진수풀	338	0	5000	200000	-70	s	5	0	1	3	@우거진수풀	@우거진수풀죽음	1000
1316	지하대나무	254	0	100000	100000	-95	l	3	540	5	10	-	-	1000
1317	지하대나무	254	0	100000	100000	-95	l	3	540	5	10	-	-	1000
1318	지하대나무	254	0	100000	100000	-95	l	3	540	5	10	-	-	1000
1319	지하대나무	254	0	100000	100000	-95	l	3	540	5	10	-	-	1000
1320	실험몬스터	31	5	1000000	1	-90	s	3	0	1	3	-	@다람쥐	1000

//귀속 파괴왕, 귀속템 파괴왕, 귀속 순강, 귀속 순수의강철
1321	파괴왕	297	0	10000000	25000000	-99	l	0	799	83515	83525	@폭룡소환	@파괴왕2	650



1322	주머니유성지	255	0	4500000	15000000	-50	l	0	799	25515	25525	@유성지공격	@주머니유성지	750
1323	주머니해골왕	315	0	8000000	15000000	-50	l	0	795	33515	33525	@해골왕공격	@주머니해골왕	700













1331	북방목	1000	0	1000	1	-1	s	3	0	1	3	-	@북방목	1000
1332	경마다람쥐	26	10000000	10000000	6	-99	s	1	0	1	2	-	@다람쥐	200
1333	보름달	394	0	99999999	1	-99	s	5	0	3	5	-	-	100
1334	꿩	436	4	100	1	-1	s	5	0	3	5	@꿩공격	-	1000
1335	나비	427	27	100	1	1	s	2	0	1	1	-	-	1000
1336	벼	999	0	100	1	0	s	3	0	1	3	-	@벼죽음	1000

1337	하얀나비	427	1	100	1	1	s	2	0	1	1	-	-	1000
1338	검정나비	427	4	100	1	1	s	2	0	1	1	-	-	1000
1339	노랑나비	427	20	100	1	1	s	2	0	1	1	-	-	1000
1340	붉은나비	427	21	100	1	1	s	2	0	1	1	-	-	1000
1341	하늘나비	427	24	100	1	1	s	2	0	1	1	-	-	1000
1342	보라나비	427	29	100	1	1	s	2	0	1	1	-	-	1000
1343	연나비	427	30	100	1	1	s	2	0	1	1	-	-	1000

1344	후추귀신	396	0	1000000	1	50	s	0	0	1	3	@후추귀신공격	@후추귀신죽음	1000
1345	계피귀신	392	0	1000000	1	-99	s	5	0	1	3	@계피귀신공격	@계피귀신죽음	1000



// 문파성 지하수로
//1217	수로설괴주	98	18	7000000	6500000	-45	s	0	725	109000	109001	@독랑각	@수로몬스터	900
//1218	수로금귀랑	98	30	7500000	10000000	-49	s	0	725	78500	78501	@거륵주독	@수로몬스터	1200
//1219	수로금유루	32	31	8000000	12000000	-54	s	4	725	75335	75336	@금촉	@수로몬스터	900
//1220	단기녹수	674	27	15000000	40000000	-81	s	0	750	164800	164801	@녹운멸생	@수로보스	900
//1221	수로유루제	32	30	8500000	16000000	-56	s	0	725	164800	164801	@비루수	@수로몬스터	900
//1222	수로몽달귀신	114	4	8500000	16000000	-60	s	0	725	100000	100000	@록란조	@수로몬스터	900
//1223	수로처녀귀신	111	2	8500000	17000000	-63	s	0	725	103000	103000	@옥화	@수로몬스터	900

//1143	흉노평민	482	0	2000000	10000000	-70	l	0	560	66995	67005	@영격참	@흉노죽음	750
//1144	흉노전사	483	0	2150000	10500000	-70	l	0	560	71995	72005	@진격참	@흉노죽음	750
//1145	흉노무사	484	0	2650000	16000000	-80	l	0	560	109995	110005	@무성운파	@흉노죽음	750



// 문파성 지하사마귀굴, 지하 사마귀
1346	수로괴주	98	23	1210000	7000000	-35	l	0	0	109000	109001	@수로괴주	@수로사마귀	1200
1347	수로귀랑	99	20	1325000	7300000	-38	l	0	0	109000	109001	@수로귀랑	@수로사마귀	1200
1348	수로백귀랑	98	25	1150000	7400000	-41	l	0	0	109000	109001	@수로백귀랑	@수로사마귀	900
1349	수로적괴주	99	25	1650000	7900000	-54	l	0	0	109000	109001	@수로적괴주	@수로사마귀	900
1350	수로백괴주	99	26	1650000	7900000	-34	l	0	0	109000	109001	@수로백괴주	@수로사마귀	900
1351	까마귀	93	0	1760000	8000000	-50	s	0	0	109000	109001	@까마귀	@수로사마귀	750
// +수로설괴주
// +수로금귀랑






//선비족 퀘스트..
1036	선비평민	478	0	500000	2500000	-45	l	0	110	5500	5600	@혼륜수렁	@선비평민	900
1037	선비검객	479	0	600000	2750000	-45	l	0	110	7000	7500	@뇌성빙목	@선비검객	900
1176	선비대도독	480	0	900000	4250000	-50	l	4	110	9500	10000	-	-	1000


//소림사
1434	백열장수련도우미	438	0	999999999	1	-100	l	3	0	1	2	-	-	1000
1435	선풍각수련도우미	438	0	999999999	1	-100	l	3	0	1	2	-	-	1000


//1022	적류산신	530	0	2500000	13500000	-75	l	0	130	40000	45000	@염승천곤	-	750
//1023	녹류산신	530	28	3000000	18000000	-78	l	0	140	45000	50000	@염승천곤	-	750
//1024	청류산신	530	30	4000000	27000000	-78	l	0	150	50000	55000	@염승천곤	-	750


//설원
//번호	이름	이미지	염색	체력	경험치	방어력	크기tp	공격tp	마방	최소뎀	최대뎀	공격	사망	움직임단위초(ms)
1447	설인	530	9	5500000	26000000	-83	l	0	0	150000	180000	@설인공격	@설인	850
1448	설원지배자	531	0	14000000	150000000	-95	l	0	0	350000	500000	@설인마비	@설인보스	500


//소혼강신
1489	평웅　	25	5	1200	1	30	l	0	0	48	52	@소혼몹	-	1100
1490	불여우　	23	25	4500	1	10	s	0	0	58	62	@소혼몹	-	1200
1491	자호　	30	2	5000	1	0	l	0	0	68	72	@소혼몹	-	1100
1492	해골　	31	3	18000	1	-15	l	0	0	100	150	@소혼몹	-	1100


//중국퀘
1595	장안성시궁쥐	91	10	300	150	95	s	1	0	8	10	-	@장안성시궁쥐	1000
1596	천년원혼	111	0	1000	4500	-30	l	0	0	800	1200	-	-	900

//1500번대부터 새 사냥터 추가, 백두촌부터...
//백두촌

//대각봉 (1500 ~ 1504)
1500	황담비	690	0	2000000	10000000	-80	l	0	560	66995	67005	@담비공격	@황담비죽음	750
1501	백담비	690	8	2000000	10000000	-80	l	0	560	66995	67005	@담비공격	@백담비죽음	750
1502	흑담비	690	1	4000000	30000000	-85	l	0	560	369950	370050	@담비공격	@흑담비죽음	750

//소연지봉 (1505 ~ 1509)
1505	백두산노루	89	3	2200000	11000000	-81	l	0	560	76995	87005	@노루공격	-	750
1506	사향노루	89	4	2200000	11000000	-81	l	0	560	76995	87005	@노루공격	@사향노루죽음	750
1507	인면노루	688	0	4800000	31000000	-86	l	0	560	469950	470050	@노루공격	@인면노루죽음	750


//대연지봉 (1510 ~ 1514)
1510	백두요괴거목	677	1	2600000	11500000	-82	l	0	560	86995	107005	@백두요괴목공격	@백두요괴거목죽음	750
1511	백두요괴백목	677	8	2600000	11500000	-82	l	0	560	86995	107005	@백두요괴목공격	@백두요괴백목죽음	750
1512	백두요괴목	677	0	5000000	32000000	-87	l	0	560	569950	570050	@백두요괴목공격	@백두요괴목죽음	750


//청석봉 (1515 ~ 1519)
1515	이리	681	0	2800000	12000000	-83	l	0	560	96995	127005	@이리공격	@이리죽음	750
1516	날쌘이리	681	5	2800000	12000000	-83	l	0	560	96995	127005	@이리공격	@날쌘이리죽음	750
1517	백두산이리왕	681	1	5200000	33000000	-88	l	0	560	669950	670050	@이리공격	@백두산이리왕죽음	750


//백운봉 (1520 ~ 1524)
1520	백두자표범	683	7	3000000	12500000	-84	l	0	560	106995	157005	@표범공격	@백두자표범죽음	750
1521	백두표범	684	24	3000000	12500000	-84	l	0	560	106995	157005	@표범공격	@백두표범죽음	750
1522	백두흑표범	684	0	5400000	34000000	-90	l	0	560	769950	770050	@표범공격	@백두흑표범죽음	750


//녹명봉 (1525 ~ 1529)
1525	청살모사	580	2	3300000	13000000	-85	l	0	560	126995	187005	@살모사공격	@청살모사죽음	750
1526	북살모사	580	4	3300000	13000000	-85	l	0	560	126995	187005	@살모사공격	@북살모사죽음	750
1527	거대북살모사	675	0	6000000	34000000	-95	l	0	560	866995	967005	@살모사공격	@거대북살모사죽음	750


//천문봉 ( 1535 ~ 1539 )
1530	북올빼미	678	0	3600000	13500000	-88	l	0	560	166995	187005	@올빼미공격	@북올빼미죽음	750
1531	흑올빼미	678	12	3600000	13500000	-88	l	0	560	166995	187005	@올빼미공격	@흑올빼미죽음	750
1532	적원앙괴	686	0	6300000	35000000	-98	l	0	560	866995	1267005	@원앙공격	@적원앙괴죽음	750
1533	청원앙괴	685	0	6300000	35000000	-98	l	0	560	866995	1267005	@원앙공격	@청원앙괴죽음	750


//망천후 ( 1530 ~ 1534 )
1535	백두황자웅	682	0	3800000	17000000	-92	l	0	560	186995	217005	@요괴웅공격	@백두황자웅죽음	750
1536	백두패자웅	682	5	3800000	17000000	-92	l	0	560	186995	217005	@요괴웅공격	@백두패자웅죽음	750
1537	백두요괴웅	680	0	6500000	19000000	-100	l	0	560	226995	257005	@요괴웅공격	@백두요괴웅죽음	750
1538	기룡	676	0	8000000	30000000	-100	l	0	560	1066995	1667005	@기룡공격	@기룡죽음	750



//백두봉 ~ 백두폭포 ~ 백두산천지 (1540 ~ 1549)
//백두봉
1540	극독살모사	675	3	4000000	14000000	-95	l	0	560	566995	1067005	@살모사공격	@극독살모사죽음	750
1541	묘두괴웅	678	11	4000000	14000000	-95	l	0	560	566995	1067005	@올빼미공격	@묘두괴웅죽음	750
1542	흉면노루	688	14	4000000	15000000	-95	l	0	560	566995	1067005	@노루공격	@흉면노루죽음	750

//백두폭포
1543	요괴수목	677	5	4000000	15000000	-85	l	0	560	66995	67005	@백두요괴목공격	@요괴수목죽음	750
1544	적파수웅	680	5	4000000	15000000	-85	l	0	560	66995	67005	@요괴웅공격	@적파수웅죽음	750
1545	조역자룡	689	19	4000000	15000000	-85	l	0	560	66995	67005	@요괴룡공격	@조역자룡죽음	750

//백두산천지
1546	속역자룡	689	28	4000000	15000000	-85	l	0	560	66995	67005	@요괴룡공격	@조역자룡죽음	750
1547	공역자룡	689	3	5000000	20000000	-85	l	0	560	66995	67005	@요괴룡공격	@조역자룡죽음	750
1548	암흑룡인	691	0	8000000	30000000	-85	l	0	560	66995	67005	@암흑룡인공격	@암흑룡인죽음	750



//요일동굴 ( 1550 ~ 1559 )
1550	일요의정	711	0	3000000	15000000	-85	l	0	560	166995	327005	@요정공격	@일요의정죽음	650
1551	월요의정	712	0	3000000	15000000	-85	l	0	560	166995	327005	@요정공격	@월요의정죽음	650
1552	화요의정	713	0	3000000	15000000	-85	l	0	560	166995	327005	@요정공격	@화요의정죽음	650
1553	수요의정	714	0	3000000	15000000	-85	l	0	560	166995	327005	@요정공격	@수요의정죽음	650
1554	목요의정	715	0	3000000	15000000	-85	l	0	560	166995	327005	@요정공격	@목요의정죽음	650
1555	금요의정	717	0	3000000	15000000	-85	l	0	560	166995	327005	@요정공격	@금요의정죽음	650
1556	토요의정	718	0	3000000	15000000	-85	l	0	560	166995	327005	@요정공격	@토요의정죽음	650
1557	팔요의정	710	0	3000000	15000000	-85	l	0	560	166995	327005	@요정공격	@팔요의정죽음	650


//일본특전
1600	특전이가닌자'화	277	15	6500000	25000000	-50	s	0	0	200000	280000	@특전실전사3	-	600
1601	특전이가닌자'병	271	15	7000000	24000000	-50	s	0	0	300000	380000	@특전실도적3	-	600


//식목일
45731	덤불묘목	736	0	1000000000	1	-99	s	5	0	1	3	@덤불묘목틱	@덤불묘목	1000
45732	덤불1	734	0	1000000000	1	-99	s	5	0	1	3	@덤불1틱	@덤불1	1000
45733	덤불2	733	0	1000000000	1	-99	s	5	0	1	3	@덤불2틱	@덤불2	1000
45734	덤불3	735	0	1000000000	1	-99	s	5	0	1	3	@덤불3틱	@덤불3	1000

45735	활엽묘목	736	0	1000000000	1	-99	s	5	0	1	3	@활엽묘목틱	@활엽묘목	1000
45736	활엽수1	737	0	1000000000	1	-99	s	5	0	1	3	@활엽수1틱	@활엽수1	1000
45737	활엽수2	743	0	1000000000	1	-99	s	5	0	1	3	@활엽수2틱	@활엽수2	1000
45738	활엽수3	741	0	1000000000	1	-99	s	5	0	1	3	@활엽수3틱	@활엽수3	1000
45739	활엽수4	740	0	1000000000	1	-99	s	5	0	1	3	@활엽수4틱	@활엽수4	1000
45740	활엽수5	745	0	1000000000	1	-99	s	5	0	1	3	@활엽수5틱	@활엽수5	1000
45741	활엽수6	746	0	1000000000	1	-99	s	5	0	1	3	@활엽수6틱	@활엽수6	1000
45742	활엽수7	738	0	1000000000	1	-99	s	5	0	1	3	@활엽수7틱	@활엽수7	1000
45743	활엽수8	744	0	1000000000	1	-99	s	5	0	1	3	@활엽수8틱	@활엽수8	1000
45744	활엽수9	742	0	1000000000	1	-99	s	5	0	1	3	@활엽수9틱	@활엽수9	1000
45745	활엽수10	739	0	1000000000	1	-99	s	5	0	1	3	@활엽수10틱	@활엽수10	1000

45746	침엽묘목	736	0	1000000000	1	-99	s	5	0	1	3	@침엽묘목틱	@침엽묘목	1000
45747	침엽수1	747	0	1000000000	1	-99	s	5	0	1	3	@침엽수1틱	@침엽수1	1000
45748	침엽수2	748	0	1000000000	1	-99	s	5	0	1	3	@침엽수2틱	@침엽수2	1000
45749	침엽수3	750	0	1000000000	1	-99	s	5	0	1	3	@침엽수3틱	@침엽수3	1000
45750	침엽수4	751	0	1000000000	1	-99	s	5	0	1	3	@침엽수4틱	@침엽수4	1000
45751	침엽수5	752	0	1000000000	1	-99	s	5	0	1	3	@침엽수5틱	@침엽수5	1000




// 이미지 몹
50001	직업전사	-2	5	99999999	1	-99	s	5	0	1	3	@직업전사액션	@다람쥐	300
50002	직업도적	-3	5	99999999	1	-99	s	5	0	1	3	@직업도적액션	@다람쥐	300
50003	직업술사	-4	5	99999999	1	-99	s	5	0	1	3	@직업술사액션	@다람쥐	300
50004	직업도사	-5	5	99999999	1	-99	s	5	0	1	3	@직업도사액션	@다람쥐	300
50005	수련석	31	5	99999999	1	-99	s	3	0	1	3	-	@다람쥐	1000


60003	북팀진영대장	52	31	2000000000	30000000	-120	s	5	0	1	2	@북팀진영대장	@북팀대장죽음	1000
60004	남팀진영대장	52	17	2000000000	30000000	-120	s	5	0	1	2	@남팀진영대장	@남팀대장죽음	1000

60005	견우	331	0	100000000	30000000	-150	s	5	0	1	2	@견우	-	1000
